H [m];qc [MPa];fs [MPa];u2 [MPa];Incl. [Deg];t [s];v [cm/s];Rf [%];Uo [MPa];qt [MPa];ft [MPa];sigmaVo [MPa];sigma'Vo [MPa];Qt [];Bq [];Rf(qc) [%];Rfd [%];soil [];UW [kN/m3];qc [MPa];fs [MPa];u2 [MPa]
5.15;1.407;0.05;0.0759;4.7;222.840;2.632;3.778;0.000;1.407;0.053;0.093;0.000;0.000;0.0000;3.778;3.955;4;18.00;1.374;0.06;0.0778
5.16;1.398;0.05;0.0762;4.7;223.240;2.500;3.749;0.000;1.398;0.052;0.094;0.000;0.000;0.0000;3.749;3.911;4;18.00;1.357;0.06;0.0800
5.17;1.391;0.05;0.0761;4.7;223.640;2.500;3.699;0.000;1.391;0.051;0.094;0.000;0.000;0.0000;3.699;3.931;4;18.00;1.335;0.05;0.0807
5.18;1.385;0.05;0.0756;4.7;224.040;2.500;3.630;0.000;1.385;0.050;0.094;0.000;0.000;0.0000;3.630;3.753;4;18.00;1.370;0.05;0.0810
5.19;1.378;0.05;0.0747;4.7;224.440;2.500;3.548;0.000;1.378;0.049;0.094;0.000;0.000;0.0000;3.548;3.661;4;18.00;1.477;0.05;0.0779
5.20;1.370;0.05;0.0737;4.7;224.840;2.500;3.460;0.000;1.370;0.047;0.094;0.000;0.000;0.0000;3.460;3.220;4;18.00;1.443;0.04;0.0753
5.21;1.360;0.05;0.0726;4.7;225.240;2.500;3.370;0.000;1.360;0.046;0.095;0.000;0.000;0.0000;3.370;3.287;4;18.00;1.348;0.04;0.0625
5.22;1.350;0.04;0.0718;4.7;225.640;2.500;3.279;0.000;1.350;0.044;0.095;0.000;0.000;0.0000;3.279;3.260;4;18.00;1.331;0.04;0.0674
5.23;1.340;0.04;0.0711;4.7;226.040;2.500;3.184;0.000;1.340;0.043;0.095;0.000;0.000;0.0000;3.184;3.285;4;18.00;1.344;0.04;0.0725
5.24;1.334;0.04;0.0707;4.7;226.420;2.632;3.081;0.000;1.334;0.041;0.095;0.000;0.000;0.0000;3.081;3.163;4;18.00;1.266;0.04;0.0677
5.25;1.334;0.04;0.0706;4.7;226.830;2.439;2.966;0.000;1.334;0.040;0.095;0.000;0.000;0.0000;2.966;2.966;5;18.00;1.284;0.04;0.0707
5.26;1.340;0.04;0.0708;4.7;227.230;2.500;2.838;0.000;1.340;0.038;0.095;0.000;0.000;0.0000;2.838;2.861;5;18.00;1.310;0.04;0.0725
5.27;1.354;0.04;0.0713;4.7;227.620;2.564;2.702;0.000;1.354;0.037;0.096;0.000;0.000;0.0000;2.702;2.600;5;18.00;1.301;0.04;0.0712
5.28;1.373;0.04;0.0722;4.7;228.020;2.500;2.568;0.000;1.373;0.035;0.096;0.000;0.000;0.0000;2.568;2.467;5;18.00;1.310;0.03;0.0727
5.29;1.397;0.03;0.0736;4.7;228.420;2.500;2.444;0.000;1.397;0.034;0.096;0.000;0.000;0.0000;2.444;2.364;5;18.00;1.301;0.03;0.0736
5.30;1.422;0.03;0.0756;4.7;229.400;1.020;2.340;0.000;1.422;0.033;0.096;0.000;0.000;0.0000;2.340;2.112;5;18.00;1.508;0.03;0.0591
5.31;1.446;0.03;0.0781;4.7;230.020;1.613;2.259;0.000;1.446;0.033;0.096;0.000;0.000;0.0000;2.259;2.121;5;18.00;1.533;0.03;0.0685
5.32;1.467;0.03;0.0812;4.7;230.540;1.923;2.199;0.000;1.467;0.032;0.097;0.000;0.000;0.0000;2.199;2.092;5;18.00;1.542;0.03;0.0801
5.33;1.485;0.03;0.0843;4.7;231.010;2.128;2.157;0.000;1.485;0.032;0.097;0.000;0.000;0.0000;2.157;2.140;5;18.00;1.512;0.03;0.0873
5.34;1.500;0.03;0.0873;4.7;231.470;2.174;2.123;0.000;1.500;0.032;0.097;0.000;0.000;0.0000;2.123;2.183;5;18.00;1.490;0.03;0.0945
5.35;1.514;0.03;0.0897;4.7;231.890;2.381;2.092;0.000;1.514;0.032;0.097;0.000;0.000;0.0000;2.092;2.273;5;18.00;1.469;0.03;0.0986
5.36;1.530;0.03;0.0914;4.7;232.310;2.381;2.058;0.000;1.530;0.031;0.097;0.000;0.000;0.0000;2.058;2.216;5;18.00;1.486;0.03;0.0997
5.37;1.547;0.03;0.0921;4.7;232.710;2.500;2.021;0.000;1.547;0.031;0.097;0.000;0.000;0.0000;2.021;2.027;5;18.00;1.521;0.03;0.0998
5.38;1.568;0.03;0.0917;4.7;233.110;2.500;1.984;0.000;1.568;0.031;0.098;0.000;0.000;0.0000;1.984;1.856;5;18.00;1.542;0.03;0.0929
5.39;1.590;0.03;0.0903;4.7;233.500;2.564;1.950;0.000;1.590;0.031;0.098;0.000;0.000;0.0000;1.950;1.759;5;18.00;1.572;0.03;0.0905
5.40;1.612;0.03;0.0878;4.7;233.900;2.500;1.924;0.000;1.612;0.031;0.098;0.000;0.000;0.0000;1.924;1.738;5;18.00;1.615;0.03;0.0911
5.41;1.632;0.03;0.0843;4.7;234.300;2.500;1.908;0.000;1.632;0.031;0.098;0.000;0.000;0.0000;1.908;1.822;5;18.00;1.650;0.03;0.0918
5.42;1.646;0.03;0.0799;4.7;234.700;2.500;1.902;0.000;1.646;0.031;0.098;0.000;0.000;0.0000;1.902;1.960;5;18.00;1.714;0.03;0.0909
5.43;1.653;0.03;0.0746;4.7;235.100;2.500;1.905;0.000;1.653;0.032;0.099;0.000;0.000;0.0000;1.905;2.053;5;18.00;1.766;0.03;0.0811
5.44;1.653;0.03;0.0688;4.7;235.500;2.500;1.915;0.000;1.653;0.032;0.099;0.000;0.000;0.0000;1.915;2.154;5;18.00;1.740;0.04;0.0739
5.45;1.645;0.03;0.0629;4.7;235.900;2.500;1.930;0.000;1.645;0.032;0.099;0.000;0.000;0.0000;1.930;2.026;5;18.00;1.658;0.03;0.0550
5.46;1.632;0.03;0.0571;4.7;236.280;2.632;1.951;0.000;1.632;0.032;0.099;0.000;0.000;0.0000;1.951;1.900;5;18.00;1.628;0.03;0.0561
5.47;1.615;0.03;0.0521;4.7;236.680;2.500;1.981;0.000;1.615;0.032;0.099;0.000;0.000;0.0000;1.981;1.796;5;18.00;1.585;0.03;0.0471
5.48;1.597;0.03;0.0482;4.7;237.070;2.564;2.022;0.000;1.597;0.032;0.099;0.000;0.000;0.0000;2.022;1.817;5;18.00;1.568;0.03;0.0339
5.49;1.577;0.03;0.0457;4.7;237.470;2.500;2.078;0.000;1.577;0.033;0.100;0.000;0.000;0.0000;2.078;1.913;5;18.00;1.577;0.03;0.0322
5.50;1.557;0.03;0.0445;4.7;237.870;2.500;2.152;0.000;1.557;0.034;0.100;0.000;0.000;0.0000;2.152;2.144;5;18.00;1.568;0.03;0.0359
5.51;1.536;0.03;0.0447;4.7;238.270;2.500;2.245;0.000;1.536;0.034;0.100;0.000;0.000;0.0000;2.245;2.221;5;18.00;1.542;0.03;0.0344
5.52;1.514;0.04;0.0459;4.7;238.660;2.564;2.358;0.000;1.514;0.036;0.100;0.000;0.000;0.0000;2.358;2.302;5;18.00;1.529;0.03;0.0493
5.53;1.489;0.04;0.0479;4.7;239.060;2.500;2.487;0.000;1.489;0.037;0.100;0.000;0.000;0.0000;2.487;2.465;5;18.00;1.525;0.04;0.0490
5.54;1.462;0.04;0.0503;4.7;239.440;2.632;2.631;0.000;1.462;0.038;0.101;0.000;0.000;0.0000;2.631;2.560;5;18.00;1.512;0.04;0.0501
5.55;1.433;0.04;0.0529;4.7;239.830;2.564;2.784;0.000;1.433;0.040;0.101;0.000;0.000;0.0000;2.784;2.733;5;18.00;1.452;0.04;0.0551
5.56;1.403;0.04;0.0557;4.7;240.210;2.632;2.938;0.000;1.403;0.041;0.101;0.000;0.000;0.0000;2.938;3.083;5;18.00;1.361;0.04;0.0558
5.57;1.374;0.04;0.0585;4.7;240.600;2.564;3.083;0.000;1.374;0.042;0.101;0.000;0.000;0.0000;3.083;3.280;5;18.00;1.314;0.05;0.0573
5.58;1.348;0.04;0.0614;4.7;241.000;2.500;3.204;0.000;1.348;0.043;0.101;0.000;0.000;0.0000;3.204;3.342;5;18.00;1.374;0.04;0.0587
5.59;1.329;0.04;0.0643;4.7;241.400;2.500;3.284;0.000;1.329;0.044;0.101;0.000;0.000;0.0000;3.284;3.434;5;18.00;1.331;0.05;0.0616
5.60;1.322;0.04;0.0672;4.7;241.790;2.564;3.300;0.000;1.322;0.044;0.102;0.000;0.000;0.0000;3.300;3.576;5;18.00;1.275;0.05;0.0675
5.61;1.336;0.04;0.0699;4.7;242.180;2.564;3.230;0.000;1.336;0.043;0.102;0.000;0.000;0.0000;3.230;3.581;5;18.00;1.228;0.05;0.0727
5.62;1.382;0.04;0.0721;4.7;242.570;2.564;3.061;0.000;1.382;0.042;0.102;0.000;0.000;0.0000;3.061;3.425;7;18.00;1.202;0.05;0.0775
5.63;1.469;0.04;0.0733;4.7;242.970;2.500;2.797;0.000;1.469;0.041;0.102;0.000;0.000;0.0000;2.797;2.955;7;18.00;1.219;0.04;0.0764
5.64;1.608;0.04;0.0729;4.7;243.370;2.500;2.465;0.000;1.608;0.040;0.102;0.000;0.000;0.0000;2.465;2.310;7;18.00;1.241;0.04;0.0745
5.65;1.804;0.04;0.0703;4.7;243.760;2.564;2.108;0.000;1.804;0.038;0.102;0.000;0.000;0.0000;2.108;1.908;7;18.00;1.305;0.04;0.0799
5.66;2.059;0.04;0.0648;4.7;244.160;2.500;1.767;0.000;2.059;0.036;0.103;0.000;0.000;0.0000;1.767;1.601;7;18.00;1.542;0.03;0.0884
5.67;2.363;0.03;0.0564;4.7;244.560;2.500;1.469;0.000;2.363;0.035;0.103;0.000;0.000;0.0000;1.469;1.417;7;18.00;1.938;0.03;0.0943
5.68;2.701;0.03;0.0453;4.7;244.960;2.500;1.224;0.000;2.701;0.033;0.103;0.000;0.000;0.0000;1.224;1.278;7;18.50;2.641;0.03;0.0908
5.69;3.052;0.03;0.0323;4.7;245.350;2.564;1.030;0.000;3.052;0.031;0.103;0.000;0.000;0.0000;1.030;1.133;7;18.50;3.244;0.03;0.0415
5.70;3.391;0.03;0.0185;4.7;245.740;2.564;0.879;0.000;3.391;0.030;0.103;0.000;0.000;0.0000;0.879;0.926;7;18.50;3.644;0.03;-0.0086
5.71;3.695;0.03;0.0051;4.7;246.120;2.632;0.763;0.000;3.695;0.028;0.104;0.000;0.000;0.0000;0.763;0.698;7;18.50;4.170;0.03;-0.0289
5.72;3.947;0.03;-0.0068;4.7;246.510;2.564;0.677;0.000;3.947;0.027;0.104;0.000;0.000;0.0000;0.677;0.642;7;18.50;4.428;0.02;-0.0295
5.73;4.136;0.03;-0.0166;4.7;246.900;2.564;0.614;0.000;4.136;0.025;0.104;0.000;0.000;0.0000;0.614;0.605;7;18.50;4.588;0.02;-0.0300
5.74;4.262;0.02;-0.0239;4.7;247.300;2.500;0.571;0.000;4.262;0.024;0.104;0.000;0.000;0.0000;0.571;0.549;7;19.00;4.682;0.02;-0.0337
5.75;4.334;0.02;-0.0290;4.7;247.680;2.632;0.548;0.000;4.334;0.024;0.104;0.000;0.000;0.0000;0.548;0.527;7;19.00;4.635;0.02;-0.0350
5.76;4.366;0.02;-0.0323;4.7;248.080;2.500;0.543;0.000;4.366;0.024;0.105;0.000;0.000;0.0000;0.543;0.468;7;19.00;4.484;0.02;-0.0354
5.77;4.377;0.02;-0.0343;4.7;248.460;2.632;0.556;0.000;4.377;0.024;0.105;0.000;0.000;0.0000;0.556;0.437;7;19.00;4.325;0.02;-0.0355
5.78;4.386;0.03;-0.0355;4.7;248.860;2.500;0.586;0.000;4.386;0.026;0.105;0.000;0.000;0.0000;0.586;0.402;7;19.00;4.144;0.02;-0.0366
5.79;4.406;0.03;-0.0363;4.7;249.250;2.564;0.630;0.000;4.406;0.028;0.105;0.000;0.000;0.0000;0.630;0.476;7;19.00;4.096;0.02;-0.0375
5.80;4.445;0.03;-0.0368;4.7;249.640;2.564;0.683;0.000;4.445;0.030;0.105;0.000;0.000;0.0000;0.683;0.571;7;18.50;4.148;0.03;-0.0372
5.81;4.504;0.03;-0.0373;4.7;250.040;2.500;0.739;0.000;4.504;0.033;0.105;0.000;0.000;0.0000;0.739;0.718;7;18.50;4.282;0.03;-0.0375
5.82;4.577;0.04;-0.0378;4.7;250.440;2.500;0.793;0.000;4.577;0.036;0.106;0.000;0.000;0.0000;0.793;0.963;7;18.50;4.626;0.04;-0.0325
5.83;4.655;0.04;-0.0382;4.7;250.840;2.500;0.839;0.000;4.655;0.039;0.106;0.000;0.000;0.0000;0.839;0.975;7;18.50;4.850;0.05;-0.0387
5.84;4.727;0.04;-0.0386;4.7;251.220;2.632;0.877;0.000;4.727;0.041;0.106;0.000;0.000;0.0000;0.877;0.965;7;18.50;4.936;0.05;-0.0429
5.85;4.784;0.04;-0.0389;4.7;251.610;2.564;0.906;0.000;4.784;0.043;0.106;0.000;0.000;0.0000;0.906;0.951;7;18.50;4.958;0.05;-0.0398
5.86;4.819;0.04;-0.0391;4.7;252.010;2.500;0.927;0.000;4.819;0.045;0.106;0.000;0.000;0.0000;0.927;0.963;7;18.50;4.962;0.05;-0.0398
5.87;4.829;0.05;-0.0392;4.7;252.410;2.500;0.941;0.000;4.829;0.045;0.107;0.000;0.000;0.0000;0.941;0.975;7;18.50;4.945;0.05;-0.0398
5.88;4.816;0.05;-0.0392;4.7;252.800;2.564;0.952;0.000;4.816;0.046;0.107;0.000;0.000;0.0000;0.952;1.014;7;18.50;4.889;0.05;-0.0392
5.89;4.782;0.05;-0.0391;4.7;253.200;2.500;0.959;0.000;4.782;0.046;0.107;0.000;0.000;0.0000;0.959;0.989;7;18.50;4.855;0.05;-0.0392
5.90;4.731;0.05;-0.0389;4.7;253.610;2.439;0.964;0.000;4.731;0.046;0.107;0.000;0.000;0.0000;0.964;0.961;7;18.50;4.812;0.05;-0.0389
5.91;4.668;0.05;-0.0387;4.7;254.010;2.500;0.967;0.000;4.668;0.045;0.107;0.000;0.000;0.0000;0.967;0.946;7;18.50;4.751;0.04;-0.0388
5.92;4.598;0.04;-0.0386;4.7;254.410;2.500;0.968;0.000;4.598;0.045;0.108;0.000;0.000;0.0000;0.968;0.987;7;18.50;4.639;0.05;-0.0384
5.93;4.524;0.04;-0.0386;4.7;254.810;2.500;0.970;0.000;4.524;0.044;0.108;0.000;0.000;0.0000;0.970;1.026;7;18.50;4.480;0.05;-0.0382
5.94;4.452;0.04;-0.0387;4.7;255.210;2.500;0.975;0.000;4.452;0.043;0.108;0.000;0.000;0.0000;0.975;1.034;7;18.50;4.364;0.05;-0.0378
5.95;4.383;0.04;-0.0390;4.7;255.610;2.500;0.986;0.000;4.383;0.043;0.108;0.000;0.000;0.0000;0.986;0.970;7;18.50;4.299;0.04;-0.0374
5.96;4.320;0.04;-0.0395;4.7;256.010;2.500;1.006;0.000;4.320;0.043;0.108;0.000;0.000;0.0000;1.006;0.802;7;18.50;4.290;0.03;-0.0368
5.97;4.261;0.04;-0.0402;4.7;256.410;2.500;1.038;0.000;4.261;0.044;0.108;0.000;0.000;0.0000;1.038;0.787;7;18.50;4.260;0.03;-0.0381
5.98;4.204;0.05;-0.0410;4.7;256.810;2.500;1.081;0.000;4.204;0.045;0.109;0.000;0.000;0.0000;1.081;0.898;7;18.50;4.217;0.04;-0.0411
5.99;4.141;0.05;-0.0419;4.7;257.220;2.439;1.134;0.000;4.141;0.047;0.109;0.000;0.000;0.0000;1.134;1.141;7;18.50;4.075;0.05;-0.0421
6.00;4.067;0.05;-0.0429;4.7;257.610;2.564;1.193;0.000;4.067;0.049;0.109;0.000;0.000;0.0000;1.193;1.399;7;18.50;4.105;0.06;-0.0439
6.01;3.974;0.05;-0.0438;4.7;257.990;2.632;1.257;0.000;3.974;0.050;0.109;0.000;0.000;0.0000;1.257;1.465;7;18.50;4.165;0.06;-0.0449
6.02;3.855;0.05;-0.0445;4.7;258.390;2.500;1.323;0.000;3.855;0.051;0.109;0.000;0.000;0.0000;1.323;1.458;7;18.50;4.161;0.06;-0.0454
6.03;3.708;0.05;-0.0450;4.7;258.770;2.632;1.394;0.000;3.708;0.052;0.110;0.000;0.000;0.0000;1.394;1.432;7;18.50;4.040;0.05;-0.0467
6.04;3.536;0.05;-0.0452;4.7;259.150;2.632;1.471;0.000;3.536;0.052;0.110;0.000;0.000;0.0000;1.471;1.480;7;18.50;3.726;0.05;-0.0467
6.05;3.346;0.05;-0.0450;4.7;259.540;2.564;1.557;0.000;3.346;0.052;0.110;0.000;0.000;0.0000;1.557;1.555;7;18.00;3.390;0.05;-0.0464
6.06;3.151;0.05;-0.0444;4.7;259.940;2.500;1.654;0.000;3.151;0.052;0.110;0.000;0.000;0.0000;1.654;1.587;7;18.00;3.071;0.05;-0.0463
6.07;2.971;0.05;-0.0433;4.7;260.320;2.632;1.757;0.000;2.971;0.052;0.110;0.000;0.000;0.0000;1.757;1.681;7;18.00;2.791;0.05;-0.0462
6.08;2.826;0.05;-0.0417;4.7;260.730;2.439;1.853;0.000;2.826;0.052;0.110;0.000;0.000;0.0000;1.853;1.835;7;18.00;2.597;0.05;-0.0458
6.09;2.739;0.05;-0.0397;4.7;261.120;2.564;1.922;0.000;2.739;0.053;0.111;0.000;0.000;0.0000;1.922;1.896;7;18.00;2.429;0.05;-0.0440
6.10;2.725;0.05;-0.0374;4.7;261.530;2.439;1.942;0.000;2.725;0.053;0.111;0.000;0.000;0.0000;1.942;1.890;7;18.00;2.201;0.05;-0.0403
6.11;2.792;0.05;-0.0350;4.7;261.930;2.500;1.901;0.000;2.792;0.053;0.111;0.000;0.000;0.0000;1.901;1.824;7;18.00;1.964;0.05;-0.0369
6.12;2.932;0.05;-0.0328;4.7;262.330;2.500;1.805;0.000;2.932;0.053;0.111;0.000;0.000;0.0000;1.805;1.851;7;18.00;1.973;0.06;-0.0316
6.13;3.125;0.05;-0.0309;4.7;262.730;2.500;1.676;0.000;3.125;0.052;0.111;0.000;0.000;0.0000;1.676;1.790;7;18.00;2.645;0.06;-0.0218
6.14;3.342;0.05;-0.0297;4.7;263.130;2.500;1.537;0.000;3.342;0.051;0.112;0.000;0.000;0.0000;1.537;1.600;7;18.00;3.528;0.05;-0.0172
6.15;3.547;0.05;-0.0290;4.7;263.520;2.564;1.408;0.000;3.547;0.050;0.112;0.000;0.000;0.0000;1.408;1.589;7;18.50;4.355;0.05;-0.0213
6.16;3.711;0.05;-0.0288;4.7;263.910;2.564;1.300;0.000;3.711;0.048;0.112;0.000;0.000;0.0000;1.300;1.458;7;18.50;4.738;0.05;-0.0314
6.17;3.816;0.05;-0.0287;4.7;264.310;2.500;1.220;0.000;3.816;0.047;0.112;0.000;0.000;0.0000;1.220;1.312;7;18.50;4.579;0.05;-0.0335
6.18;3.857;0.05;-0.0287;4.7;264.710;2.500;1.172;0.000;3.857;0.045;0.112;0.000;0.000;0.0000;1.172;1.113;7;18.50;4.170;0.04;-0.0328
6.19;3.848;0.04;-0.0285;4.7;265.090;2.632;1.155;0.000;3.848;0.044;0.112;0.000;0.000;0.0000;1.155;0.927;7;18.50;3.890;0.04;-0.0324
6.20;3.809;0.04;-0.0279;4.7;265.490;2.500;1.170;0.000;3.809;0.045;0.113;0.000;0.000;0.0000;1.170;0.819;7;18.50;3.524;0.03;-0.0316
6.21;3.762;0.05;-0.0272;4.7;265.870;2.632;1.212;0.000;3.762;0.046;0.113;0.000;0.000;0.0000;1.212;0.867;7;18.50;3.433;0.03;-0.0305
6.22;3.727;0.05;-0.0263;4.7;266.270;2.500;1.273;0.000;3.727;0.047;0.113;0.000;0.000;0.0000;1.273;1.103;7;18.50;3.429;0.04;-0.0245
6.23;3.711;0.05;-0.0255;4.7;266.660;2.564;1.343;0.000;3.711;0.050;0.113;0.000;0.000;0.0000;1.343;1.350;7;18.50;3.437;0.05;-0.0226
6.24;3.715;0.05;-0.0250;4.7;267.060;2.500;1.414;0.000;3.715;0.053;0.113;0.000;0.000;0.0000;1.414;1.701;7;18.50;3.532;0.06;-0.0198
6.25;3.727;0.06;-0.0248;4.7;267.460;2.500;1.480;0.000;3.727;0.055;0.114;0.000;0.000;0.0000;1.480;1.636;7;18.50;3.903;0.06;-0.0101
6.26;3.734;0.06;-0.0249;4.7;267.850;2.564;1.542;0.000;3.734;0.058;0.114;0.000;0.000;0.0000;1.542;1.651;7;18.50;3.972;0.06;-0.0284
6.27;3.721;0.06;-0.0251;4.7;268.230;2.632;1.604;0.000;3.721;0.060;0.114;0.000;0.000;0.0000;1.604;1.628;7;18.50;3.997;0.06;-0.0305
6.28;3.676;0.06;-0.0252;4.7;268.630;2.500;1.672;0.000;3.676;0.061;0.114;0.000;0.000;0.0000;1.672;1.600;6;18.00;3.980;0.06;-0.0310
6.29;3.592;0.06;-0.0252;4.7;269.030;2.500;1.753;0.000;3.592;0.063;0.114;0.000;0.000;0.0000;1.753;1.649;6;18.00;3.911;0.06;-0.0313
6.30;3.469;0.06;-0.0248;4.7;270.000;1.031;1.853;0.000;3.469;0.064;0.114;0.000;0.000;0.0000;1.853;2.035;6;18.00;3.623;0.07;-0.0226
6.31;3.313;0.07;-0.0240;4.7;270.590;1.695;1.976;0.000;3.313;0.065;0.115;0.000;0.000;0.0000;1.976;2.028;6;18.00;3.455;0.07;-0.0231
6.32;3.134;0.07;-0.0227;4.7;271.090;2.000;2.121;0.000;3.134;0.066;0.115;0.000;0.000;0.0000;2.121;2.153;6;18.00;3.213;0.07;-0.0233
6.33;2.949;0.07;-0.0209;4.7;271.550;2.174;2.282;0.000;2.949;0.067;0.115;0.000;0.000;0.0000;2.282;2.323;6;18.00;2.989;0.07;-0.0232
6.34;2.778;0.07;-0.0187;4.7;271.980;2.325;2.443;0.000;2.778;0.068;0.115;0.000;0.000;0.0000;2.443;2.410;6;18.00;2.697;0.07;-0.0229
6.35;2.643;0.07;-0.0160;4.7;272.390;2.439;2.574;0.000;2.643;0.068;0.115;0.000;0.000;0.0000;2.574;2.559;6;18.00;2.395;0.07;-0.0212
6.36;2.565;0.07;-0.0130;4.7;272.810;2.381;2.641;0.000;2.565;0.068;0.116;0.000;0.000;0.0000;2.641;2.856;6;18.00;2.046;0.07;-0.0179
6.37;2.563;0.07;-0.0101;4.7;273.210;2.500;2.610;0.000;2.563;0.067;0.116;0.000;0.000;0.0000;2.610;2.912;6;18.00;1.917;0.08;-0.0154
6.38;2.649;0.07;-0.0075;4.7;273.610;2.500;2.471;0.000;2.649;0.065;0.116;0.000;0.000;0.0000;2.471;2.535;6;18.00;1.930;0.07;-0.0075
6.39;2.825;0.06;-0.0057;4.7;274.020;2.439;2.246;0.000;2.825;0.063;0.116;0.000;0.000;0.0000;2.246;2.167;6;18.00;2.137;0.06;0.0104
6.40;3.084;0.06;-0.0048;4.7;274.420;2.500;1.977;0.000;3.084;0.061;0.116;0.000;0.000;0.0000;1.977;1.959;6;18.00;2.585;0.06;0.0209
6.41;3.409;0.06;-0.0049;4.7;274.810;2.564;1.702;0.000;3.409;0.058;0.116;0.000;0.000;0.0000;1.702;1.792;6;18.00;3.201;0.06;0.0041
6.42;3.777;0.05;-0.0060;4.7;275.200;2.564;1.451;0.000;3.777;0.055;0.117;0.000;0.000;0.0000;1.451;1.484;6;18.50;3.825;0.06;-0.0113
6.43;4.163;0.05;-0.0078;4.7;275.590;2.564;1.235;0.000;4.163;0.051;0.117;0.000;0.000;0.0000;1.235;1.230;6;18.50;4.351;0.05;-0.0136
6.44;4.541;0.05;-0.0100;4.7;275.990;2.500;1.054;0.000;4.541;0.048;0.117;0.000;0.000;0.0000;1.054;1.079;6;18.50;4.803;0.05;-0.0129
6.45;4.889;0.04;-0.0124;4.6;276.390;2.500;0.907;0.000;4.889;0.044;0.117;0.000;0.000;0.0000;0.907;0.921;8;18.50;5.204;0.04;-0.0136
6.46;5.189;0.04;-0.0148;4.7;276.780;2.564;0.788;0.000;5.189;0.041;0.117;0.000;0.000;0.0000;0.788;0.783;8;19.00;5.527;0.04;-0.0144
6.47;5.427;0.04;-0.0171;4.7;277.160;2.632;0.693;0.000;5.427;0.038;0.118;0.000;0.000;0.0000;0.693;0.663;8;19.00;5.768;0.04;-0.0152
6.48;5.594;0.03;-0.0193;4.7;277.570;2.439;0.618;0.000;5.594;0.035;0.118;0.000;0.000;0.0000;0.618;0.558;8;19.00;5.949;0.03;-0.0175
6.49;5.681;0.03;-0.0214;4.7;277.980;2.439;0.562;0.000;5.681;0.032;0.118;0.000;0.000;0.0000;0.562;0.527;8;19.00;6.087;0.03;-0.0207
6.50;5.684;0.03;-0.0234;4.6;278.380;2.500;0.524;0.000;5.684;0.030;0.118;0.000;0.000;0.0000;0.524;0.500;8;19.00;6.186;0.03;-0.0239
6.51;5.600;0.03;-0.0252;4.6;278.800;2.381;0.507;0.000;5.600;0.028;0.118;0.000;0.000;0.0000;0.507;0.440;8;19.00;6.168;0.02;-0.0290
6.52;5.433;0.03;-0.0267;4.7;279.200;2.500;0.513;0.000;5.433;0.028;0.119;0.000;0.000;0.0000;0.513;0.429;8;19.00;5.979;0.02;-0.0302
6.53;5.190;0.03;-0.0278;4.7;279.600;2.500;0.548;0.000;5.190;0.028;0.119;0.000;0.000;0.0000;0.548;0.417;8;19.00;5.621;0.02;-0.0305
6.54;4.886;0.03;-0.0285;4.7;279.990;2.564;0.621;0.000;4.886;0.030;0.119;0.000;0.000;0.0000;0.621;0.433;8;19.00;5.156;0.02;-0.0305
6.55;4.540;0.03;-0.0286;4.7;280.360;2.703;0.742;0.000;4.540;0.034;0.119;0.000;0.000;0.0000;0.742;0.495;8;18.50;4.743;0.02;-0.0304
6.56;4.177;0.04;-0.0282;4.7;280.750;2.564;0.924;0.000;4.177;0.039;0.119;0.000;0.000;0.0000;0.924;0.705;8;18.50;3.989;0.03;-0.0302
6.57;3.822;0.04;-0.0272;4.7;281.140;2.564;1.176;0.000;3.822;0.045;0.119;0.000;0.000;0.0000;1.176;0.958;8;18.50;3.554;0.04;-0.0300
6.58;3.504;0.05;-0.0254;4.7;281.520;2.632;1.500;0.000;3.504;0.053;0.120;0.000;0.000;0.0000;1.500;1.346;6;18.50;3.136;0.05;-0.0294
6.59;3.250;0.06;-0.0228;4.7;281.910;2.564;1.879;0.000;3.250;0.061;0.120;0.000;0.000;0.0000;1.879;1.761;6;18.00;2.869;0.06;-0.0285
6.60;3.085;0.07;-0.0193;4.7;282.300;2.564;2.268;0.000;3.085;0.070;0.120;0.000;0.000;0.0000;2.268;2.155;6;18.00;2.632;0.07;-0.0261
6.61;3.028;0.08;-0.0152;4.6;282.700;2.500;2.594;0.000;3.028;0.079;0.120;0.000;0.000;0.0000;2.594;2.580;6;18.00;2.369;0.08;-0.0190
6.62;3.091;0.09;-0.0106;4.6;283.090;2.564;2.787;0.000;3.091;0.086;0.120;0.000;0.000;0.0000;2.787;2.981;6;18.00;2.145;0.10;-0.0167
6.63;3.273;0.09;-0.0061;4.7;283.490;2.500;2.810;0.000;3.273;0.092;0.121;0.000;0.000;0.0000;2.810;3.268;6;18.00;2.145;0.11;-0.0122
6.64;3.560;0.10;-0.0023;4.7;283.890;2.500;2.684;0.000;3.560;0.096;0.121;0.000;0.000;0.0000;2.684;3.300;6;18.00;2.787;0.12;-0.0008
6.65;3.926;0.10;0.0004;4.7;284.280;2.564;2.458;0.000;3.926;0.097;0.121;0.000;0.000;0.0000;2.458;2.897;6;18.00;3.730;0.11;0.0239
6.66;4.335;0.09;0.0015;4.6;284.680;2.500;2.189;0.000;4.335;0.095;0.121;0.000;0.000;0.0000;2.189;2.604;6;18.00;4.437;0.11;0.0305
6.67;4.745;0.09;0.0010;4.7;285.080;2.500;1.917;0.000;4.745;0.091;0.121;0.000;0.000;0.0000;1.917;2.201;6;18.50;5.264;0.10;0.0190
